timestamp,time,open,high,low,close,volume,trades
32400,09:00:00,38.1300,38.2400,38.1300,38.2400,360,4
34200,09:30:00,38.2900,38.2900,37.6500,37.7600,12488,91
36000,10:00:00,37.7800,37.9000,37.5900,37.6100,13667,189
37800,10:30:00,37.5700,37.7100,37.4900,37.6300,7943,146
39600,11:00:00,37.6500,37.7100,37.5300,37.5500,4808,103
41400,11:30:00,37.5800,37.6200,37.5000,37.6000,9640,176
43200,12:00:00,37.6000,37.6100,37.4400,37.5100,2919,73
45000,12:30:00,37.5000,37.5000,37.2800,37.3800,4069,106
46800,13:00:00,37.3500,37.4500,37.3200,37.4100,3484,85
48600,13:30:00,37.3900,37.5600,37.3900,37.4600,3162,79
50400,14:00:00,37.4500,37.7800,37.4400,37.6800,6069,129
52200,14:30:00,37.6700,37.8200,37.5500,37.8200,5906,134
54000,15:00:00,37.7700,38.1600,37.7700,37.8400,15351,231
55800,15:30:00,37.8400,37.8900,37.7500,37.8800,24405,422
57600,16:00:00,37.8600,37.8600,37.8600,37.8600,39249,1
