timestamp,time,price,volume
34200442487174,09:30:00.442,0.0000,0
34463366345514,09:34:23.366,43.2700,300
34463366403577,09:34:23.366,43.2700,100
34491878137601,09:34:51.878,43.2700,270
34515820173994,09:35:15.820,43.2700,100
34663981641853,09:37:43.981,43.2300,100
34830614479604,09:40:30.614,43.2300,100
34836488893993,09:40:36.488,43.2200,100
34852432134530,09:40:52.432,43.2300,48
34852432176619,09:40:52.432,43.2300,52
35048597415841,09:44:08.597,43.2500,307
35114240275519,09:45:14.240,43.2400,100
35117534984286,09:45:17.534,43.2400,60
35117534984286,09:45:17.534,43.2300,40
35117535075736,09:45:17.535,43.2300,60
35177449687672,09:46:17.449,43.2400,100
35206693204947,09:46:46.693,43.2500,3
35224294483824,09:47:04.294,43.2400,100
35285721415958,09:48:05.721,43.2400,100
35319452334169,09:48:39.452,43.2400,57
35319452407498,09:48:39.452,43.2400,43
35509968974913,09:51:49.968,43.2300,100
35575892793931,09:52:55.892,43.2300,100
35585050018703,09:53:05.050,43.2300,100
35609923837721,09:53:29.923,43.2300,100
35693880451140,09:54:53.880,43.2200,100
35771647074314,09:56:11.647,43.1900,100
35791635658180,09:56:31.635,43.1900,100
35948493579473,09:59:08.493,43.2200,400
35978797043786,09:59:38.797,43.2200,100
36283462458473,10:04:43.462,43.1800,100
36678647830179,10:11:18.647,43.2200,100
36934516130744,10:15:34.516,43.2300,100
36934517533992,10:15:34.517,43.2300,100
36934517533992,10:15:34.517,43.2300,40
36934517534805,10:15:34.517,43.2300,40
36934517534805,10:15:34.517,43.2300,140
36937164738664,10:15:37.164,43.2200,400
36937278911840,10:15:37.278,43.2200,160
37575103834205,10:26:15.103,43.2600,100
38885298013405,10:48:05.298,43.3300,100
39042746313486,10:50:42.746,43.3300,100
39663400773341,11:01:03.400,43.3700,100
39960155520938,11:06:00.155,43.3850,100
40181607964663,11:09:41.607,43.3800,100
40491045304888,11:14:51.045,43.3700,143
40491045316739,11:14:51.045,43.3700,57
41203062552426,11:26:43.062,43.3600,30
41203062620971,11:26:43.062,43.3600,70
41397945393229,11:29:57.945,43.3600,42
41616238612412,11:33:36.238,43.3800,55
41760760225275,11:36:00.760,43.3900,1000
41760760225275,11:36:00.760,43.3900,100
41854243087577,11:37:34.243,43.3800,30
41854243087577,11:37:34.243,43.3800,100
42409519320823,11:46:49.519,43.3800,100
42638213723735,11:50:38.213,43.3800,100
42638296600607,11:50:38.296,43.3800,100
42684014586620,11:51:24.014,43.3900,70
42684290585552,11:51:24.290,43.4000,6
42693884730750,11:51:33.884,43.4000,100
43255532150317,12:00:55.532,43.3900,100
43388205286586,12:03:08.205,43.4100,100
43388205357370,12:03:08.205,43.4100,100
43388205414726,12:03:08.205,43.4100,100
43393426070628,12:03:13.426,43.4100,1000
43508846573136,12:05:08.846,43.4000,100
44116254059398,12:15:16.254,43.4000,100
44640001293612,12:24:00.001,43.3800,100
45324560661132,12:35:24.560,43.3600,12
45324560675018,12:35:24.560,43.3600,62
45324560741324,12:35:24.560,43.3600,26
46420673296214,12:53:40.673,43.3600,100
46571307340140,12:56:11.307,43.3600,100
46571307652040,12:56:11.307,43.3600,75
47590716535267,13:13:10.716,43.3500,3
47590716535267,13:13:10.716,43.3400,1100
47590716535267,13:13:10.716,43.3400,197
47631662751656,13:13:51.662,43.3500,100
47631662751656,13:13:51.662,43.3500,40
48045857698435,13:20:45.857,43.3400,100
48148784822566,13:22:28.784,43.3500,190
48953363325173,13:35:53.363,43.3200,100
49565015956787,13:46:05.015,43.3100,100
50140979563142,13:55:40.979,43.3400,100
50187421015871,13:56:27.421,43.3400,100
50340240403990,13:59:00.240,43.3300,50
50340240623388,13:59:00.240,43.3300,50
50996673750052,14:09:56.673,43.4100,100
50997456926758,14:09:57.456,43.4100,317
51017308530973,14:10:17.308,43.4300,161
51017382009848,14:10:17.382,43.4300,100
51017384645972,14:10:17.384,43.4300,100
51692222174469,14:21:32.222,43.4400,100
52729510846483,14:38:49.510,43.4100,100
52729510929150,14:38:49.510,43.4100,900
52770411147826,14:39:30.411,43.4000,100
52771008702702,14:39:31.008,43.4000,4
52828020363264,14:40:28.020,43.4000,4
52828020432896,14:40:28.020,43.4000,2
53164520842415,14:46:04.520,43.4100,185
53923885769826,14:58:43.885,43.4600,100
53940134577604,14:59:00.134,43.4600,1500
53940137662159,14:59:00.137,43.4600,100
53940137662159,14:59:00.137,43.4600,100
53940137690980,14:59:00.137,43.4600,51
54026095815417,15:00:26.095,43.4600,100
54808036655033,15:13:28.036,43.3600,25
56069166989312,15:34:29.166,43.3300,100
56199360937206,15:36:39.360,43.3000,100
56683434397037,15:44:43.434,43.3300,115
56862409083474,15:47:42.409,43.3200,29
56862409123900,15:47:42.409,43.3200,30
56862409165732,15:47:42.409,43.3200,41
57162524687186,15:52:42.524,43.2900,29
57162524754478,15:52:42.524,43.2900,71
57270753451994,15:54:30.753,43.2900,19
57486957081648,15:58:06.957,43.3300,28
57486957091788,15:58:06.957,43.3300,29
57486957159931,15:58:06.957,43.3300,143
57486957286929,15:58:06.957,43.3300,29
57551728929009,15:59:11.728,43.3300,100
57557816212050,15:59:17.816,43.3400,4
57558185220681,15:59:18.185,43.3400,4
57558378670033,15:59:18.378,43.3400,4
57570067680157,15:59:30.067,43.3400,68
57600372420075,16:00:00.372,0.0000,0
