timestamp,time,open,high,low,close,volume,trades
33360,09:16:00,7.5000,7.5000,7.3500,7.3500,300,6
33420,09:17:00,7.4100,7.4100,7.3400,7.3400,950,8
33480,09:18:00,7.3400,7.3400,7.3400,7.3400,35,1
34080,09:28:00,7.3400,7.3400,7.3400,7.3400,300,1
34200,09:30:00,7.3400,7.3500,7.1600,7.1600,17656,18
34260,09:31:00,7.1400,7.1500,7.1000,7.1000,4788,52
34320,09:32:00,7.1200,7.1300,7.1200,7.1300,1300,13
34380,09:33:00,7.1000,7.1200,7.0600,7.0600,1110,14
34440,09:34:00,7.0500,7.0500,6.9600,7.0000,4387,21
34500,09:35:00,6.9800,6.9800,6.9500,6.9600,5800,17
34560,09:36:00,6.9100,6.9900,6.9000,6.9900,3450,36
34620,09:37:00,6.9500,6.9900,6.9500,6.9800,2604,23
34680,09:38:00,6.9600,6.9800,6.9600,6.9600,1100,11
34740,09:39:00,6.9800,7.0100,6.9700,7.0100,3500,31
34800,09:40:00,7.0200,7.1200,7.0200,7.1200,2630,20
34860,09:41:00,7.1600,7.1600,7.1300,7.1300,1710,11
34920,09:42:00,7.1100,7.1300,7.1100,7.1300,4200,39
34980,09:43:00,7.1400,7.1400,7.1200,7.1400,1400,13
35040,09:44:00,7.1400,7.1400,7.1300,7.1400,900,8
35100,09:45:00,7.1500,7.1500,7.1450,7.1500,500,5
35160,09:46:00,7.1500,7.1500,7.1200,7.1200,7880,51
35220,09:47:00,7.1000,7.1000,7.0700,7.0700,4573,24
35280,09:48:00,7.0600,7.0600,7.0500,7.0500,213,5
35340,09:49:00,7.0200,7.1400,7.0000,7.1400,3884,27
35400,09:50:00,7.1400,7.1900,7.1400,7.1550,2679,23
35460,09:51:00,7.1600,7.1900,7.1600,7.1800,1918,15
35520,09:52:00,7.1600,7.1600,7.1500,7.1500,631,5
35580,09:53:00,7.1300,7.2200,7.1300,7.2200,3080,15
35640,09:54:00,7.2300,7.2500,7.2300,7.2300,800,7
35700,09:55:00,7.2100,7.2100,7.1800,7.1900,2700,12
35760,09:56:00,7.2350,7.2600,7.2300,7.2600,1100,11
35820,09:57:00,7.2400,7.2700,7.2300,7.2700,1245,12
35940,09:59:00,7.2600,7.2700,7.2300,7.2700,3602,22
36000,10:00:00,7.2500,7.2600,7.2500,7.2600,850,10
36060,10:01:00,7.2500,7.2500,7.2100,7.2300,2200,16
36120,10:02:00,7.2400,7.2600,7.2400,7.2600,900,5
36180,10:03:00,7.2500,7.2500,7.2000,7.2200,2744,22
36240,10:04:00,7.2300,7.2300,7.2200,7.2300,400,4
36300,10:05:00,7.2300,7.2500,7.2300,7.2300,1020,10
36360,10:06:00,7.2300,7.2650,7.2300,7.2600,8780,32
36420,10:07:00,7.2600,7.2700,7.2500,7.2500,1100,11
36480,10:08:00,7.2400,7.2400,7.2300,7.2300,800,5
36540,10:09:00,7.2150,7.2200,7.2100,7.2200,1200,13
36600,10:10:00,7.2200,7.2200,7.2200,7.2200,220,3
36660,10:11:00,7.2300,7.2500,7.2300,7.2500,750,10
36720,10:12:00,7.2600,7.2600,7.2300,7.2400,1700,14
36780,10:13:00,7.2400,7.2400,7.1800,7.2100,3345,30
36840,10:14:00,7.2100,7.2100,7.1700,7.1800,1400,13
36900,10:15:00,7.1800,7.1900,7.1700,7.1700,575,5
36960,10:16:00,7.1600,7.1600,7.1200,7.1500,3888,21
37020,10:17:00,7.1500,7.1800,7.1500,7.1800,640,6
37080,10:18:00,7.1800,7.1900,7.1800,7.1900,370,4
37140,10:19:00,7.1800,7.1800,7.1600,7.1600,1000,10
37200,10:20:00,7.1500,7.1600,7.1300,7.1600,1620,14
37260,10:21:00,7.1600,7.1600,7.1600,7.1600,20,1
37380,10:23:00,7.1500,7.1700,7.1500,7.1700,905,8
37440,10:24:00,7.1600,7.1600,7.1500,7.1500,990,12
37500,10:25:00,7.1400,7.1400,7.1000,7.1300,2464,22
37560,10:26:00,7.1400,7.1400,7.1400,7.1400,300,3
37620,10:27:00,7.1400,7.1600,7.1400,7.1600,1100,12
37680,10:28:00,7.1700,7.1700,7.1700,7.1700,100,1
37740,10:29:00,7.1700,7.1700,7.1700,7.1700,600,6
37800,10:30:00,7.1800,7.1800,7.1800,7.1800,120,3
37920,10:32:00,7.1900,7.2100,7.1900,7.2100,1700,16
37980,10:33:00,7.2300,7.2300,7.2300,7.2300,100,2
38040,10:34:00,7.2400,7.2400,7.2400,7.2400,400,4
38160,10:36:00,7.2500,7.2700,7.2500,7.2700,1800,9
38220,10:37:00,7.2700,7.2800,7.2600,7.2700,1801,19
38280,10:38:00,7.2600,7.2600,7.2600,7.2600,5,1
38340,10:39:00,7.2600,7.2600,7.2500,7.2500,1135,9
38400,10:40:00,7.2600,7.2600,7.2600,7.2600,187,2
38460,10:41:00,7.2500,7.2500,7.2500,7.2500,700,5
38580,10:43:00,7.2300,7.2500,7.2300,7.2500,2200,17
38640,10:44:00,7.2600,7.2600,7.2600,7.2600,600,5
38700,10:45:00,7.2700,7.2700,7.2700,7.2700,2200,22
38760,10:46:00,7.2800,7.2800,7.2800,7.2800,700,6
38820,10:47:00,7.2900,7.2900,7.2800,7.2800,600,6
38880,10:48:00,7.2800,7.2800,7.2600,7.2600,976,11
38940,10:49:00,7.2500,7.2500,7.2500,7.2500,5800,17
39000,10:50:00,7.2600,7.2600,7.2600,7.2600,400,4
39060,10:51:00,7.2600,7.2600,7.2600,7.2600,284,4
39120,10:52:00,7.2600,7.2600,7.2600,7.2600,10,2
39180,10:53:00,7.2500,7.2500,7.2500,7.2500,382,4
39240,10:54:00,7.2550,7.2700,7.2550,7.2700,1986,16
39360,10:56:00,7.2700,7.2700,7.2500,7.2600,4388,34
39420,10:57:00,7.2700,7.2800,7.2700,7.2800,1027,11
39480,10:58:00,7.2900,7.3000,7.2900,7.3000,911,10
39540,10:59:00,7.3000,7.3000,7.2600,7.2600,1770,15
39600,11:00:00,7.2700,7.2700,7.2700,7.2700,1600,8
39660,11:01:00,7.2750,7.2800,7.2600,7.2600,1900,20
39720,11:02:00,7.2700,7.2700,7.2500,7.2600,2400,18
39840,11:04:00,7.2900,7.2900,7.2800,7.2800,300,3
40020,11:07:00,7.2700,7.2700,7.2700,7.2700,451,6
40080,11:08:00,7.2600,7.2600,7.2600,7.2600,5,1
40140,11:09:00,7.2700,7.2700,7.2700,7.2700,1052,8
40380,11:13:00,7.2700,7.2700,7.2700,7.2700,5,1
40560,11:16:00,7.2800,7.2800,7.2800,7.2800,1276,13
40680,11:18:00,7.3000,7.3200,7.3000,7.3200,600,7
40800,11:20:00,7.3200,7.3200,7.3100,7.3100,800,6
40860,11:21:00,7.3000,7.3000,7.2900,7.2900,607,6
40920,11:22:00,7.2800,7.3100,7.2700,7.3100,3556,27
41040,11:24:00,7.3100,7.3300,7.3100,7.3300,700,6
41100,11:25:00,7.3350,7.3350,7.3350,7.3350,100,1
41160,11:26:00,7.3300,7.3300,7.3200,7.3200,400,3
41280,11:28:00,7.3100,7.3100,7.3100,7.3100,5,1
41340,11:29:00,7.3100,7.3100,7.2900,7.2900,438,7
41400,11:30:00,7.2900,7.2900,7.2900,7.2900,100,1
41460,11:31:00,7.2900,7.3000,7.2900,7.3000,1587,17
41520,11:32:00,7.3000,7.3000,7.3000,7.3000,200,2
41580,11:33:00,7.2900,7.2900,7.2900,7.2900,5,1
41820,11:37:00,7.2900,7.2900,7.2900,7.2900,100,2
41880,11:38:00,7.2900,7.2900,7.2900,7.2900,1184,12
42000,11:40:00,7.2800,7.2800,7.2800,7.2800,200,2
42120,11:42:00,7.2750,7.3000,7.2750,7.3000,2558,17
42420,11:47:00,7.3100,7.3200,7.3100,7.3100,958,9
42480,11:48:00,7.3200,7.3200,7.3200,7.3200,100,1
42780,11:53:00,7.3100,7.3100,7.3100,7.3100,5,1
42840,11:54:00,7.3200,7.3200,7.3200,7.3200,173,2
42900,11:55:00,7.3100,7.3100,7.3100,7.3100,373,4
42960,11:56:00,7.3000,7.3000,7.2900,7.2900,1500,7
43020,11:57:00,7.2900,7.2900,7.2900,7.2900,1400,8
43080,11:58:00,7.2800,7.2800,7.2800,7.2800,105,2
43380,12:03:00,7.2800,7.2800,7.2800,7.2800,5,1
43440,12:04:00,7.2800,7.3000,7.2750,7.3000,2572,20
43500,12:05:00,7.3000,7.3000,7.3000,7.3000,200,2
43680,12:08:00,7.3000,7.3000,7.3000,7.3000,5,1
43920,12:12:00,7.3000,7.3000,7.3000,7.3000,10,1
43980,12:13:00,7.3000,7.3000,7.3000,7.3000,5,1
44040,12:14:00,7.3000,7.3000,7.3000,7.3000,100,2
44100,12:15:00,7.3000,7.3000,7.3000,7.3000,173,1
44220,12:17:00,7.3100,7.3400,7.3100,7.3200,1600,15
44280,12:18:00,7.3200,7.3200,7.3200,7.3200,5,1
44460,12:21:00,7.3250,7.3250,7.3250,7.3250,79,1
44520,12:22:00,7.3200,7.3200,7.3000,7.3000,927,9
44580,12:23:00,7.3000,7.3300,7.3000,7.3300,2715,15
44640,12:24:00,7.3400,7.3400,7.3400,7.3400,100,1
44700,12:25:00,7.3400,7.3600,7.3400,7.3500,1600,9
44820,12:27:00,7.3600,7.3600,7.3500,7.3500,3225,17
44880,12:28:00,7.3550,7.3550,7.3500,7.3500,310,3
45000,12:30:00,7.3500,7.3500,7.3500,7.3500,100,1
45180,12:33:00,7.3500,7.3500,7.3500,7.3500,5,1
45360,12:36:00,7.3500,7.3500,7.3500,7.3500,195,4
45420,12:37:00,7.3400,7.3400,7.3400,7.3400,100,1
45480,12:38:00,7.3400,7.3400,7.3400,7.3400,300,6
45540,12:39:00,7.3400,7.3400,7.3100,7.3100,200,2
45780,12:43:00,7.3100,7.3100,7.3000,7.3000,507,7
45840,12:44:00,7.3000,7.3300,7.3000,7.3100,5114,26
45900,12:45:00,7.3300,7.3300,7.3300,7.3300,200,2
45960,12:46:00,7.3400,7.3400,7.3400,7.3400,100,1
46080,12:48:00,7.3300,7.3300,7.3300,7.3300,5,1
46380,12:53:00,7.3300,7.3300,7.3100,7.3100,1705,19
46440,12:54:00,7.3100,7.3100,7.3100,7.3100,100,1
46500,12:55:00,7.3100,7.3100,7.3100,7.3100,30,1
46620,12:57:00,7.3100,7.3200,7.3100,7.3200,1914,14
46680,12:58:00,7.3300,7.3300,7.3300,7.3300,1000,4
46740,12:59:00,7.3500,7.3700,7.3500,7.3600,1010,10
46800,13:00:00,7.3500,7.3500,7.3500,7.3500,100,1
46860,13:01:00,7.3500,7.3500,7.3500,7.3500,900,7
46920,13:02:00,7.3400,7.3400,7.3200,7.3300,900,10
46980,13:03:00,7.3200,7.3200,7.3200,7.3200,200,5
47100,13:05:00,7.3300,7.3400,7.3300,7.3300,1900,11
47280,13:08:00,7.3300,7.3300,7.3300,7.3300,688,10
47340,13:09:00,7.3400,7.3700,7.3400,7.3700,700,11
47400,13:10:00,7.3700,7.4200,7.3600,7.3600,4719,30
47460,13:11:00,7.3600,7.4000,7.3600,7.3700,6396,38
47520,13:12:00,7.3700,7.3900,7.3700,7.3800,1207,13
47580,13:13:00,7.3800,7.4100,7.3800,7.4100,745,8
47640,13:14:00,7.4100,7.4100,7.4100,7.4100,1000,5
47820,13:17:00,7.4200,7.4200,7.4200,7.4200,1002,9
47880,13:18:00,7.4100,7.4100,7.3800,7.3800,1098,6
48120,13:22:00,7.3800,7.3800,7.3800,7.3800,1126,6
48180,13:23:00,7.3700,7.3700,7.3600,7.3700,900,7
48480,13:28:00,7.3600,7.3600,7.3600,7.3600,5,1
48540,13:29:00,7.3700,7.3750,7.3700,7.3750,300,3
48600,13:30:00,7.3800,7.3800,7.3800,7.3800,2000,12
48660,13:31:00,7.3900,7.3900,7.3900,7.3900,100,1
48720,13:32:00,7.4000,7.4400,7.4000,7.4400,24700,22
48780,13:33:00,7.4500,7.4500,7.4500,7.4500,934,8
48840,13:34:00,7.4500,7.4500,7.4500,7.4500,866,9
48900,13:35:00,7.4500,7.4500,7.4400,7.4400,2269,18
48960,13:36:00,7.4400,7.4400,7.4400,7.4400,700,11
49020,13:37:00,7.4400,7.4400,7.4400,7.4400,664,6
