timestamp,time,open,high,low,close,volume,trades
43800,12:10:00,23.9300,23.9300,23.9300,23.9300,100,1
50100,13:55:00,23.9200,23.9200,23.9200,23.9200,4,1
51000,14:10:00,24.0700,24.0700,24.0200,24.0200,457,4
