timestamp,time,open,high,low,close,volume,trades
34560,09:36:00,61.2600,61.2600,61.2600,61.2600,43,1
34620,09:37:00,61.2600,61.2600,61.2600,61.2600,100,1
34800,09:40:00,61.2800,61.2800,61.2700,61.2800,400,4
35040,09:44:00,61.2900,61.2900,61.2900,61.2900,500,2
35220,09:47:00,61.2900,61.2900,61.2900,61.2900,300,3
35580,09:53:00,61.2900,61.2900,61.2900,61.2900,200,1
35760,09:56:00,61.2900,61.2900,61.2900,61.2900,100,1
35880,09:58:00,61.2900,61.2900,61.2900,61.2900,200,2
35940,09:59:00,61.2900,61.2900,61.2900,61.2900,100,1
36000,10:00:00,61.2900,61.2900,61.2900,61.2900,300,3
36060,10:01:00,61.2800,61.2800,61.2800,61.2800,700,3
37740,10:29:00,61.2600,61.2600,61.2600,61.2600,400,2
37800,10:30:00,61.2600,61.2600,61.2600,61.2600,30,1
37920,10:32:00,61.2600,61.2600,61.2600,61.2600,100,1
37980,10:33:00,61.2650,61.2650,61.2600,61.2600,200,2
38340,10:39:00,61.2900,61.2900,61.2900,61.2900,800,1
38640,10:44:00,61.2900,61.2900,61.2900,61.2900,100,1
38940,10:49:00,61.2900,61.2900,61.2900,61.2900,100,1
39060,10:51:00,61.3000,61.3000,61.3000,61.3000,400,2
39120,10:52:00,61.2950,61.2950,61.2950,61.2950,100,1
39180,10:53:00,61.2900,61.2900,61.2800,61.2800,400,2
39480,10:58:00,61.3000,61.3000,61.3000,61.3000,200,2
39720,11:02:00,61.2900,61.2900,61.2900,61.2900,400,1
39780,11:03:00,61.2900,61.2900,61.2900,61.2900,200,2
39900,11:05:00,61.2900,61.2900,61.2900,61.2900,300,3
40080,11:08:00,61.3000,61.3000,61.2900,61.2900,432,3
40740,11:19:00,61.2900,61.2900,61.2900,61.2900,200,2
40920,11:22:00,61.2900,61.2900,61.2900,61.2900,30,1
40980,11:23:00,61.2900,61.2900,61.2900,61.2900,75,1
41400,11:30:00,61.3000,61.3000,61.3000,61.3000,85,1
42000,11:40:00,61.3000,61.3000,61.3000,61.3000,165,3
42120,11:42:00,61.2900,61.2900,61.2800,61.2800,400,4
42480,11:48:00,61.2600,61.2600,61.2600,61.2600,300,1
42540,11:49:00,61.2600,61.2600,61.2600,61.2600,1200,5
42720,11:52:00,61.2600,61.2600,61.2600,61.2600,200,1
43680,12:08:00,61.2800,61.2800,61.2800,61.2800,30,1
43860,12:11:00,61.2900,61.2900,61.2900,61.2900,200,1
44340,12:19:00,61.3000,61.3000,61.3000,61.3000,100,1
44820,12:27:00,61.3000,61.3000,61.3000,61.3000,100,1
45180,12:33:00,61.2900,61.2900,61.2900,61.2900,68,1
48900,13:35:00,61.3000,61.3000,61.3000,61.3000,300,2
49680,13:48:00,61.2800,61.2800,61.2700,61.2700,870,6
49860,13:51:00,61.2300,61.2400,61.2300,61.2400,300,3
50400,14:00:00,61.2300,61.2300,61.2300,61.2300,6,1
55440,15:24:00,61.2900,61.2900,61.2900,61.2900,100,1
56100,15:35:00,61.2900,61.2900,61.2900,61.2900,100,1
56760,15:46:00,61.3100,61.3100,61.3100,61.3100,100,1
57240,15:54:00,61.3100,61.3100,61.3100,61.3100,100,1
