timestamp,time,open,high,low,close,volume,trades
33300,09:15:00,65.6900,65.6900,65.6900,65.6900,100,1
34200,09:30:00,65.6500,65.8000,65.4100,65.6600,88428,550
35100,09:45:00,65.6800,65.7400,65.5400,65.5700,38751,415
36000,10:00:00,65.5500,65.5500,65.3400,65.4700,32224,406
36900,10:15:00,65.4700,65.5100,65.3800,65.4600,45103,443
37800,10:30:00,65.4600,65.6500,65.4600,65.6200,37330,408
38700,10:45:00,65.6200,65.7000,65.5500,65.5600,45143,452
39600,11:00:00,65.5700,65.8500,65.5700,65.8400,35296,378
40500,11:15:00,65.8500,66.0000,65.8500,65.9000,41876,475
41400,11:30:00,65.9000,65.9700,65.8700,65.9600,31264,363
42300,11:45:00,65.9700,66.1200,65.9500,66.0700,37947,414
43200,12:00:00,66.0800,66.1500,66.0200,66.1000,22294,269
44100,12:15:00,66.1200,66.2600,66.1200,66.2100,23890,298
45000,12:30:00,66.2100,66.2800,65.9050,65.9200,42564,432
45900,12:45:00,65.9200,66.0100,65.8800,65.9500,32441,347
46800,13:00:00,65.9450,66.0000,65.9050,65.9100,30313,320
47700,13:15:00,65.9100,65.9950,65.8800,65.9950,21863,253
48600,13:30:00,65.9950,66.0100,65.8050,65.8200,40050,348
49500,13:45:00,65.8100,65.8500,65.7750,65.8300,44667,441
50400,14:00:00,65.8000,66.4900,65.7800,66.4700,88398,1031
51300,14:15:00,66.4800,66.5500,66.3500,66.3700,61062,645
52200,14:30:00,66.3700,66.4200,66.2100,66.3300,85777,886
53100,14:45:00,66.3400,66.6600,66.3200,66.6500,145749,1098
54000,15:00:00,66.6600,66.6600,66.4000,66.5000,53590,610
54900,15:15:00,66.5000,66.5600,66.4350,66.4600,96172,949
55800,15:30:00,66.4500,66.5500,66.3700,66.5000,109119,1011
56700,15:45:00,66.4900,66.5600,66.2850,66.3000,288356,1885
57600,16:00:00,66.3000,66.3000,66.2100,66.2100,386112,2
60300,16:45:00,66.4400,66.4400,66.4400,66.4400,20,1
68400,19:00:00,66.5000,66.5000,66.5000,66.5000,100,1
70200,19:30:00,66.5200,66.5200,66.5200,66.5200,142,3
71100,19:45:00,66.5200,66.5200,66.5200,66.5200,87,2
