timestamp,time,open,high,low,close,volume,trades
34200,09:30:00,93.7500,93.7700,93.7500,93.7700,612,5
34260,09:31:00,93.7100,93.8900,93.7100,93.8500,4750,46
34320,09:32:00,93.9000,93.9300,93.8100,93.9300,1950,31
34380,09:33:00,93.9300,94.1100,93.9200,93.9600,7005,93
34440,09:34:00,94.0300,94.1900,94.0300,94.1200,1461,17
34500,09:35:00,94.1100,94.1100,93.9300,93.9300,613,13
34560,09:36:00,93.9800,94.0600,93.9800,94.0300,893,13
34620,09:37:00,94.0300,94.0700,93.9700,94.0700,1322,15
34680,09:38:00,94.1300,94.1400,94.0400,94.1400,720,10
34740,09:39:00,94.1300,94.2500,94.1300,94.2500,400,5
34800,09:40:00,94.2300,94.4000,94.2300,94.3700,4102,43
34860,09:41:00,94.3500,94.4100,94.3200,94.3800,1322,18
34920,09:42:00,94.3800,94.3800,94.3000,94.3100,1206,20
34980,09:43:00,94.3000,94.3000,94.2600,94.2600,700,8
35040,09:44:00,94.2500,94.2500,94.1500,94.2000,4672,59
35100,09:45:00,94.2400,94.2800,94.1800,94.2000,1570,18
35160,09:46:00,94.2000,94.2200,94.1900,94.2200,800,8
35220,09:47:00,94.2200,94.2300,94.2200,94.2300,407,4
35280,09:48:00,94.1900,94.1900,94.0900,94.1100,4337,65
35340,09:49:00,94.1200,94.1300,94.0650,94.0700,3643,50
35400,09:50:00,94.0600,94.0700,93.9500,93.9500,1844,23
35460,09:51:00,93.9500,93.9700,93.8100,93.8400,1519,20
35520,09:52:00,93.8500,93.9300,93.8400,93.9200,1223,17
35580,09:53:00,93.9000,93.9200,93.8950,93.9200,283,5
35640,09:54:00,93.9400,93.9900,93.9400,93.9900,405,6
35700,09:55:00,94.0200,94.0300,93.9900,93.9900,862,12
35760,09:56:00,93.9600,94.0100,93.9500,94.0100,550,7
35820,09:57:00,94.0300,94.0400,93.9600,93.9600,216,4
35880,09:58:00,93.9500,93.9500,93.8900,93.9100,900,12
35940,09:59:00,93.8900,93.8900,93.8400,93.8500,335,4
36000,10:00:00,93.8600,93.8600,93.7300,93.7500,1557,20
36060,10:01:00,93.7600,93.7800,93.6500,93.6600,1855,23
36120,10:02:00,93.6700,93.6700,93.5900,93.5900,2387,29
36180,10:03:00,93.5900,93.6500,93.5700,93.6500,1301,17
36240,10:04:00,93.6900,93.7400,93.6900,93.7100,662,13
36300,10:05:00,93.7000,93.7600,93.7000,93.7400,602,7
36360,10:06:00,93.7400,93.8200,93.7400,93.8200,727,13
36420,10:07:00,93.8100,93.8100,93.7500,93.7600,542,10
36480,10:08:00,93.8000,93.8400,93.8000,93.8100,1039,12
36540,10:09:00,93.8000,93.8000,93.6800,93.6800,313,5
36600,10:10:00,93.6600,93.6900,93.6600,93.6900,498,6
36660,10:11:00,93.6600,93.7450,93.6600,93.7450,501,7
36720,10:12:00,93.7500,93.7600,93.7200,93.7200,904,14
36780,10:13:00,93.7500,93.7500,93.7400,93.7400,200,3
36840,10:14:00,93.6900,93.7500,93.6900,93.7500,495,9
36900,10:15:00,93.7300,93.7300,93.7000,93.7100,1140,13
36960,10:16:00,93.6900,93.7200,93.6900,93.6900,1089,16
37020,10:17:00,93.6800,93.6800,93.6300,93.6300,936,11
37080,10:18:00,93.5900,93.5900,93.5200,93.5200,1017,13
37140,10:19:00,93.6000,93.6300,93.6000,93.6300,336,4
37200,10:20:00,93.6700,93.7100,93.6700,93.7100,525,10
37260,10:21:00,93.6900,93.7400,93.6900,93.7000,3976,41
37320,10:22:00,93.7100,93.8400,93.7100,93.8000,1493,17
37380,10:23:00,93.8200,93.8400,93.8000,93.8400,576,5
37440,10:24:00,93.8400,93.8400,93.8100,93.8400,653,8
37500,10:25:00,93.8300,93.8500,93.8300,93.8400,958,11
37560,10:26:00,93.8500,93.8500,93.8500,93.8500,555,6
37620,10:27:00,93.8500,93.8900,93.8500,93.8900,673,17
37680,10:28:00,93.8700,93.8800,93.8500,93.8600,1839,19
37740,10:29:00,93.9200,93.9900,93.9200,93.9700,800,7
37800,10:30:00,93.9500,93.9900,93.9500,93.9900,1020,15
37860,10:31:00,94.0100,94.0100,93.9900,93.9900,1102,15
37920,10:32:00,94.0000,94.1000,94.0000,94.1000,1603,19
37980,10:33:00,94.1400,94.2100,94.1400,94.2000,1522,15
38040,10:34:00,94.2100,94.2300,94.1800,94.2300,1305,13
38100,10:35:00,94.2400,94.2600,94.2300,94.2600,536,13
38160,10:36:00,94.2400,94.2500,94.2100,94.2500,805,13
38220,10:37:00,94.2100,94.2200,94.1500,94.1500,4710,48
38280,10:38:00,94.1400,94.2200,94.1300,94.2100,2495,30
38340,10:39:00,94.2200,94.2500,94.2100,94.2200,737,10
38400,10:40:00,94.2300,94.2600,94.2200,94.2200,1469,25
38460,10:41:00,94.2100,94.2300,94.1900,94.2000,939,14
38520,10:42:00,94.1900,94.1900,94.1500,94.1500,758,13
38580,10:43:00,94.1600,94.2100,94.1600,94.2100,704,10
38640,10:44:00,94.2200,94.2900,94.2200,94.2900,1344,17
38700,10:45:00,94.3100,94.3100,94.2700,94.2700,945,12
38760,10:46:00,94.2700,94.3150,94.2700,94.3000,2678,28
38820,10:47:00,94.3000,94.3300,94.2700,94.2700,1886,17
38880,10:48:00,94.2500,94.2600,94.2000,94.2100,2987,29
38940,10:49:00,94.2100,94.3000,94.2000,94.2700,2788,35
39000,10:50:00,94.2600,94.2700,94.2200,94.2300,1121,11
39060,10:51:00,94.2100,94.2200,94.2000,94.2200,669,6
39120,10:52:00,94.2100,94.2200,94.1500,94.1500,478,6
39180,10:53:00,94.1300,94.1500,94.1200,94.1200,806,9
39240,10:54:00,94.0800,94.1200,94.0800,94.1200,1448,16
39300,10:55:00,94.1500,94.1900,94.1500,94.1900,422,9
39360,10:56:00,94.1500,94.1800,94.1500,94.1800,1416,14
39420,10:57:00,94.1600,94.1600,94.1300,94.1400,202,3
39480,10:58:00,94.1500,94.1700,94.1100,94.1300,1041,16
39540,10:59:00,94.1100,94.1500,94.0900,94.1500,679,10
39600,11:00:00,94.1700,94.2000,94.1500,94.1600,320,6
39660,11:01:00,94.1700,94.3300,94.1700,94.3200,4935,68
39720,11:02:00,94.3300,94.4000,94.3300,94.3900,2559,30
39780,11:03:00,94.3800,94.4100,94.3600,94.4100,3094,31
39840,11:04:00,94.4100,94.4100,94.3800,94.4000,1308,17
39900,11:05:00,94.4100,94.4300,94.3900,94.4100,3262,35
39960,11:06:00,94.3900,94.4100,94.3800,94.3800,1392,19
40020,11:07:00,94.3500,94.3500,94.3500,94.3500,102,2
40080,11:08:00,94.3300,94.3400,94.3000,94.3400,907,10
40140,11:09:00,94.3600,94.4000,94.3600,94.3800,461,7
40200,11:10:00,94.3800,94.4400,94.3800,94.3800,544,11
