timestamp,time,open,high,low,close,volume,trades
34200,09:30:00,0.3643,0.3643,0.3643,0.3643,168,2
39000,10:50:00,0.3600,0.3600,0.3600,0.3600,100,1
43500,12:05:00,0.3600,0.3600,0.3600,0.3600,100,1
50400,14:00:00,0.3600,0.3600,0.3600,0.3600,3326,4
52500,14:35:00,0.3649,0.3649,0.3634,0.3636,1518,8
54000,15:00:00,0.3602,0.3602,0.3602,0.3602,100,1
