timestamp,time,open,high,low,close,volume,trades
36360,10:06:00,17.2000,17.2000,17.2000,17.2000,514,4
36720,10:12:00,17.2200,17.2200,17.2200,17.2200,5,1
36960,10:16:00,17.2300,17.2300,17.2300,17.2300,100,2
37140,10:19:00,17.2000,17.2000,17.2000,17.2000,10,2
37920,10:32:00,17.2600,17.2600,17.2600,17.2600,100,1
37980,10:33:00,17.2800,17.2800,17.2800,17.2800,1,1
38100,10:35:00,17.2600,17.2700,17.2600,17.2700,500,5
38340,10:39:00,17.3100,17.3100,17.3100,17.3100,53,1
38460,10:41:00,17.3100,17.3100,17.3100,17.3100,35,4
38760,10:46:00,17.3000,17.3000,17.3000,17.3000,5,1
38820,10:47:00,17.3000,17.3000,17.3000,17.3000,95,1
39420,10:57:00,17.2600,17.2600,17.2600,17.2600,5,1
39660,11:01:00,17.3000,17.3000,17.3000,17.3000,100,1
40560,11:16:00,17.3400,17.3400,17.3400,17.3400,100,1
40860,11:21:00,17.3300,17.3300,17.3300,17.3300,5,1
40920,11:22:00,17.3300,17.3300,17.3300,17.3300,55,8
41160,11:26:00,17.3400,17.3400,17.3400,17.3400,50,1
41520,11:32:00,17.3400,17.3500,17.3400,17.3500,142,3
41640,11:34:00,17.3600,17.3600,17.3600,17.3600,400,2
41940,11:39:00,17.3800,17.3800,17.3700,17.3700,135,3
42000,11:40:00,17.3700,17.3700,17.3700,17.3700,200,2
42180,11:43:00,17.3600,17.3600,17.3400,17.3400,243,4
43620,12:07:00,17.3500,17.3500,17.3500,17.3500,136,2
43860,12:11:00,17.3600,17.3600,17.3600,17.3600,100,1
44100,12:15:00,17.4300,17.4300,17.4300,17.4300,100,1
44760,12:26:00,17.4100,17.4100,17.4100,17.4100,100,1
44880,12:28:00,17.4300,17.4400,17.4300,17.4400,160,2
45300,12:35:00,17.4000,17.4000,17.4000,17.4000,5,1
45540,12:39:00,17.4200,17.4200,17.4200,17.4200,100,2
45900,12:45:00,17.4500,17.4500,17.4500,17.4500,100,2
46380,12:53:00,17.4600,17.4600,17.4500,17.4500,400,4
46800,13:00:00,17.4600,17.4600,17.4400,17.4400,400,3
46860,13:01:00,17.4300,17.4300,17.4300,17.4300,100,1
47520,13:12:00,17.4400,17.4400,17.4400,17.4400,200,2
47880,13:18:00,17.4300,17.4300,17.4200,17.4200,400,4
48060,13:21:00,17.4200,17.4200,17.4200,17.4200,40,1
48660,13:31:00,17.4300,17.4300,17.4300,17.4300,400,3
48720,13:32:00,17.4300,17.4300,17.4300,17.4300,100,1
49320,13:42:00,17.4200,17.4200,17.4000,17.4000,151,4
49380,13:43:00,17.4100,17.4100,17.4100,17.4100,100,1
49440,13:44:00,17.4100,17.4100,17.4100,17.4100,200,2
49500,13:45:00,17.4000,17.4000,17.4000,17.4000,18,3
49620,13:47:00,17.4100,17.4100,17.4100,17.4100,100,1
50040,13:54:00,17.4000,17.4000,17.3900,17.3900,1481,6
50220,13:57:00,17.4000,17.4000,17.3800,17.3800,300,2
50460,14:01:00,17.4200,17.4200,17.3900,17.3900,400,6
51240,14:14:00,17.4850,17.4900,17.4850,17.4900,400,2
51540,14:19:00,17.4900,17.5000,17.4900,17.5000,200,2
51600,14:20:00,17.5000,17.5000,17.5000,17.5000,100,1
51660,14:21:00,17.5000,17.5100,17.5000,17.5100,349,5
51720,14:22:00,17.5100,17.5100,17.5100,17.5100,100,1
51780,14:23:00,17.5000,17.5000,17.5000,17.5000,100,2
52680,14:38:00,17.4700,17.4700,17.4700,17.4700,200,2
52800,14:40:00,17.4800,17.4800,17.4700,17.4700,488,7
53220,14:47:00,17.4800,17.4800,17.4800,17.4800,100,1
53520,14:52:00,17.5000,17.5000,17.5000,17.5000,200,2
53700,14:55:00,17.5100,17.5100,17.5000,17.5000,90,2
54360,15:06:00,17.4600,17.4600,17.4500,17.4500,259,5
54600,15:10:00,17.4300,17.4300,17.4300,17.4300,85,7
54720,15:12:00,17.4200,17.4200,17.4200,17.4200,3,1
54900,15:15:00,17.4400,17.4400,17.4400,17.4400,100,1
55020,15:17:00,17.4600,17.4600,17.4600,17.4600,100,1
55140,15:19:00,17.4800,17.4800,17.4800,17.4800,10,1
55200,15:20:00,17.4800,17.4900,17.4800,17.4900,256,4
55260,15:21:00,17.4800,17.4800,17.4800,17.4800,100,1
55380,15:23:00,17.4600,17.4600,17.4600,17.4600,5,1
55560,15:26:00,17.4600,17.4600,17.4600,17.4600,100,1
55680,15:28:00,17.4300,17.4300,17.4300,17.4300,2,1
55740,15:29:00,17.4400,17.4400,17.4300,17.4300,303,5
55860,15:31:00,17.4200,17.4200,17.4200,17.4200,100,1
55920,15:32:00,17.4100,17.4100,17.4100,17.4100,12,2
56040,15:34:00,17.4200,17.4200,17.4200,17.4200,3,1
56340,15:39:00,17.4500,17.4500,17.4500,17.4500,400,3
56580,15:43:00,17.4400,17.4400,17.4400,17.4400,300,3
56880,15:48:00,17.4500,17.4500,17.4500,17.4500,1,1
57000,15:50:00,17.4500,17.4500,17.4500,17.4500,649,7
57060,15:51:00,17.4400,17.4400,17.4400,17.4400,250,7
57300,15:55:00,17.4400,17.4400,17.4300,17.4400,1302,15
57360,15:56:00,17.4450,17.4450,17.4450,17.4450,1,1
57420,15:57:00,17.4450,17.4450,17.4300,17.4300,32,4
57480,15:58:00,17.4550,17.4600,17.4550,17.4600,165,2
57540,15:59:00,17.4600,17.4900,17.4600,17.4800,180,4
58140,16:09:00,17.7000,18.0000,17.7000,18.0000,130,2
