timestamp,time,open,high,low,close,volume,trades
34200,09:30:00,75.6000,75.6900,75.3800,75.3900,37197,400
35100,09:45:00,75.4000,75.4000,75.0800,75.1100,12509,153
36000,10:00:00,75.1200,75.2800,75.0200,75.2800,12405,133
36900,10:15:00,75.2800,75.4100,75.1700,75.3900,15293,140
37800,10:30:00,75.4100,75.6000,75.4100,75.6000,10825,108
38700,10:45:00,75.6400,75.6400,75.5200,75.5500,10926,102
39600,11:00:00,75.5700,75.6800,75.5700,75.6000,15336,151
40500,11:15:00,75.6000,75.6000,75.4800,75.5000,17522,166
41400,11:30:00,75.5000,75.6000,75.4700,75.5400,18041,175
42300,11:45:00,75.5500,75.6200,75.5450,75.5800,34228,273
43200,12:00:00,75.5900,75.7400,75.5800,75.7300,13666,133
44100,12:15:00,75.7400,75.8100,75.7300,75.7700,21005,192
45000,12:30:00,75.7800,75.7800,75.5800,75.5900,17402,182
45900,12:45:00,75.5900,75.6800,75.5800,75.6800,14898,146
46800,13:00:00,75.6800,75.6900,75.6500,75.6500,9170,73
47700,13:15:00,75.6400,75.6400,75.5500,75.5900,18060,129
48600,13:30:00,75.5900,75.6050,75.5800,75.5900,11930,99
49500,13:45:00,75.5900,75.6000,75.5200,75.6000,23932,169
50400,14:00:00,75.6200,76.1100,75.6200,76.1100,19330,170
51300,14:15:00,76.0900,76.1700,76.0000,76.0200,49037,438
52200,14:30:00,76.0000,76.1000,75.9400,76.1000,46860,445
53100,14:45:00,76.0900,76.3400,76.0700,76.3400,23854,248
54000,15:00:00,76.3600,76.3600,76.0300,76.1000,26647,276
54900,15:15:00,76.0900,76.1700,76.0000,76.0200,21083,174
55800,15:30:00,75.9900,76.0300,75.8800,75.9400,27505,230
56700,15:45:00,75.9400,76.0800,75.8400,76.0800,37914,301
57600,16:00:00,76.0400,76.0400,76.0400,76.0400,100,2
