timestamp,time,open,high,low,close,volume,trades
34200,09:30:00,66.6500,66.6500,66.6500,66.6500,1221,4
34500,09:35:00,66.4600,66.4600,66.4600,66.4600,4,2
36900,10:15:00,66.9100,66.9100,66.9100,66.9100,50,1
40500,11:15:00,66.9800,67.0400,66.9800,67.0400,87,5
43200,12:00:00,67.1400,67.1500,67.1400,67.1500,11,2
43500,12:05:00,67.1500,67.1500,67.1500,67.1500,5,2
45300,12:35:00,66.9000,66.9000,66.9000,66.9000,4,1
47700,13:15:00,67.1500,67.1500,67.0000,67.0000,88,2
48900,13:35:00,67.1300,67.1300,67.1300,67.1300,1,1
49800,13:50:00,66.9100,66.9100,66.9100,66.9100,80,1
50400,14:00:00,67.0900,67.0900,67.0900,67.0900,401,7
50700,14:05:00,66.9800,66.9800,66.9800,66.9800,1,1
51000,14:10:00,67.1600,67.2100,67.1600,67.2100,148,6
51600,14:20:00,67.4700,67.4700,67.4700,67.4700,5,1
53700,14:55:00,67.5000,67.5000,67.5000,67.5000,121,4
54000,15:00:00,67.5000,67.5000,67.4300,67.4300,101,3
54300,15:05:00,67.4900,67.5500,67.4900,67.5500,28,2
55800,15:30:00,67.4900,67.4900,67.4700,67.4700,355,9
57000,15:50:00,67.2300,67.2400,67.2300,67.2400,103,2
57300,15:55:00,67.2600,67.3600,67.2400,67.3600,758,12
57600,16:00:00,67.3900,67.3900,67.3900,67.3900,4758,2
